"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","exp_condition","releasecondition","weathercondition","maxnr_fishinpond","maxnr_trips","fixedsampling","reward","total_winnings","lstotalearnings","tripcount","successtrip","totalfishingcount","lstotalfishingcount","adj_totalfishingcount","total_suddenends","lstotalend","avg_fishingcount","adjavg_fishingcount","mean_castlatency"
"6.6.1","win","2023-09-07","12:10:28","R_1FyNAEHM55orod2","979721987","1","164558","1","2","1","2","32","10","0","5","435","/45/65/0/0/20/35/40/50/75/105","10","8","98","/9/13/6/5/4/7/8/10/15/21","87","2","/0/0/1/1/0/0/0/0/0/0","9.8000000000000007105","10.875","4611.1904761904761471669"
"6.6.1","win","2023-09-07","14:10:29","R_dj08UF2a8pLXrS9","979721968","1","164485","1","2","1","2","32","10","0","5","250","/0/5/15/25/35/55/35/0/30/50","10","8","54","/1/1/3/5/7/11/7/3/6/10","50","2","/1/0/0/0/0/0/0/1/0/0","5.4000000000000003553","6.25","6293.6000000000003637979"
"6.6.1","win","2023-09-07","13:11:54","R_0lBm9mJiajKCZIl","979721993","1","93713","1","2","1","2","32","10","0","5","450","/50/0/70/70/60/0/50/50/50/50","10","8","95","/10/4/14/14/12/1/10/10/10/10","90","2","/0/1/0/0/0/1/0/0/0/0","9.5","11.25","5185"
"6.6.1","win","2023-09-07","13:10:14","R_1IQ4j7d30uQG7gk","979721975","1","202917","1","2","1","2","32","10","0","5","215","/0/15/30/25/30/25/20/20/30/20","10","9","44","/1/3/6/5/6/5/4/4/6/4","43","1","/1/0/0/0/0/0/0/0/0/0","4.4000000000000003553","4.7777777777777776791","24440"
"6.6.1","win","2023-09-07","14:10:25","R_23Vlz7YtSeOdU5S","979721971","1","193042","1","2","1","2","32","10","0","5","115","/15/0/25/0/30/0/10/0/30/5","10","7","31","/3/0/5/5/6/1/2/2/6/1","23","3","/0/0/0/1/0/1/0/1/0/0","3.1000000000000000888","3.2857142857142855874","47366"
"6.6.1","win","2023-09-07","14:12:40","R_bvX3NWRSxJN4IpP","979721998","1","82213","1","2","1","2","32","10","0","5","180","/20/20/20/20/20/20/20/20/0/20","10","9","39","/4/4/4/4/4/4/4/4/3/4","36","1","/0/0/0/0/0/0/0/0/1/0","3.8999999999999999112","4","4387.75"
"6.6.1","win","2023-09-07","14:11:05","R_2tu3KBKQumjrTkl","979721970","1","185018","1","2","1","2","32","10","0","5","210","/0/40/0/45/45/0/0/40/40/0","10","5","69","/10/8/6/9/9/2/8/8/8/1","42","5","/1/0/1/0/0/1/1/0/0/1","6.9000000000000003553","8.4000000000000003553","103502"
"6.6.1","win","2023-09-07","11:12:49","R_6Mqcx4Miz7uX9Lj","979721983","1","85925","1","2","1","2","32","10","0","5","460","/0/65/50/70/0/65/80/65/65/0","10","7","133","/29/13/10/14/11/13/16/13/13/1","92","3","/1/0/0/0/1/0/0/0/0/1","13,3000000000000007105","13,1428571428571423496","27226"
"6.6.1","win","2023-09-07","14:11:34","R_22txtDbcibgGoj6","979721994","1","185729","1","2","1","2","32","10","0","5","420","/0/0/80/0/80/0/0/80/80/100","10","5","161","/31/28/16/8/16/3/7/16/16/20","84","5","/1/1/0/1/0/1/1/0/0/0","16.1000000000000014211","16.8000000000000007105","6281.3000000000001818989"
"6.6.1","win","2023-09-07","14:13:10","R_2b0FcBJZRf2j39C","979722003","1","99630","1","2","1","2","32","10","0","5","405","/35/0/30/50/0/65/65/80/0/80","10","7","120","/7/11/6/10/19/13/13/16/9/16","81","3","/0/1/0/0/1/0/0/0/1/0","12","11.5714285714285711748","2653.3125"
"6.6.3","and","2023-09-07","14:11:05","R_2CqBlVTeqY64XCK","979721979","1","239415","1","2","1","2","32","10","0","5","165","/0/10/15/20/25/10/25/15/20/25","10","9","36","/3/2/3/4/5/2/5/3/4/5","33","1","/1/0/0/0/0/0/0/0/0/0","3.6000000000000000888","3.6666666666666665186","21761"
"6.6.1","win","2023-09-07","14:12:13","R_3Jbbfea7IseiFb0","979721992","1","247726","1","2","1","2","32","10","0","5","75","/0/10/15/0/15/0/5/0/10/20","10","6","30","/4/2/3/4/3/4/1/3/2/4","15","4","/1/0/0/1/0/1/0/1/0/0","3","2.5","11031"
"6.6.1","win","2023-09-07","11:10:25","R_1ND01VB4Hdc4d6u","979721963","1","358454","1","2","1","2","32","10","0","5","155","/0/0/0/60/0/35/35/0/20/5","10","8","35","/0/0/0/12/2/7/7/2/4/1","31","2","/0/0/0/0/1/0/0/1/0/0","3.5","3.875","35768"
"6.6.1","win","2023-09-07","13:14:15","R_1OE0AZPQlkGWC0s","979722001","1","143836","1","2","1","2","32","10","0","5","290","/25/35/45/0/25/35/50/0/40/35","10","8","75","/5/7/9/3/5/7/10/14/8/7","58","2","/0/0/0/1/0/0/0/1/0/0","7.5","7.25","4879.4285714285715584992"
"6.6.1","win","2023-09-07","11:15:07","R_1MTnEEjiJn5ja6J","979722007","1","97070","1","2","1","2","32","10","0","5","245","/0/0/75/0/70/0/0/0/50/50","10","4","117","/22/12/15/4/14/7/15/8/10/10","49","6","/1/1/0/1/0/1/1/1/0/0","11.6999999999999992895","12.25","3197.5"
"6.6.1","win","2023-09-07","14:12:46","R_3OiWv84nJdDapzt","979721990","1","241874","1","2","1","2","32","10","0","5","245","/0/0/0/55/65/75/0/0/0/50","10","4","87","/4/15/6/11/13/15/9/2/2/10","49","6","/1/1/1/0/0/0/1/1/1/0","8.6999999999999992895","12.25","8166"
"6.6.1","mac","2023-09-07","14:13:58","R_2e51XmrJ1oHnDWd","979721965","1","88511","1","2","1","2","32","10","0","5","145","/15/15/15/15/10/15/15/15/15/15","10","10","29","/3/3/3/3/2/3/3/3/3/3","29","0","/0/0/0/0/0/0/0/0/0/0","2.8999999999999999112","2.8999999999999999112","13373.6666666666660603369"
"6.6.1","win","2023-09-07","18:14:22","R_2rHL5H9YVSGOSEQ","979721862","1","66955","1","2","1","2","32","10","0","5","180","/5/45/0/40/35/0/25/0/15/15","10","7","61","/1/9/14/8/7/8/5/3/3/3","36","3","/0/0/1/0/0/1/0/1/0/0","6.0999999999999996447","5.1428571428571432378","6523"
"6.6.1","win","2023-09-07","14:15:15","R_31QVYGxXWjCFUj1","979722006","1","167266","1","2","1","2","32","10","0","5","200","/0/40/0/30/45/0/45/0/40/0","10","5","59","/3/8/4/6/9/2/9/4/8/6","40","5","/1/0/1/0/0/1/0/1/0/1","5.9000000000000003553","8","14309"
"6.6.0","win","2023-09-07","13:15:45","R_3HRcYlSS0ZlFuLq","979721973","1","144865","1","2","1","2","32","10","0","5","230","/0/0/0/80/0/0/75/0/0/75","10","3","152","/21/27/18/16/17/4/15/12/7/15","46","7","/1/1/1/0/1/1/0/1/1/0","15.1999999999999992895","15.3333333333333339255","4750.6666666666669698316"
"6.6.1","win","2023-09-07","11:14:04","R_12nGwEJBgSX5qJO","979721999","1","265917","1","2","1","2","32","10","0","5","345","/35/0/90/0/0/60/80/0/0/80","10","5","130","/7/14/18/14/14/12/16/6/13/16","69","5","/0/1/0/1/1/0/0/1/1/0","13","13.8000000000000007105","3148.5"
"6.6.1","win","2023-09-07","14:18:25","R_2xE0KuWkcBnRuyd","979722011","1","69486","1","2","1","2","32","10","0","5","350","/0/50/0/0/70/70/60/100/0/0","10","5","119","/17/10/8/6/14/14/12/20/7/11","70","5","/1/0/1/1/0/0/0/0/1/1","11.9000000000000003553","14","3533.9090909090909917722"
"6.6.1","win","2023-09-07","14:15:48","R_1kUHb0Eyq3iraaD","979721991","1","219713","1","2","1","2","32","10","0","5","180","/30/25/0/15/20/25/15/25/25/0","10","8","44","/6/5/6/3/4/5/3/5/5/2","36","2","/0/0/1/0/0/0/0/0/0/1","4.4000000000000003553","4.5","25743.5"
"6.6.1","win","2023-09-07","14:20:27","R_24AWrqkYaiFtHqy","979722010","1","45139","1","2","1","2","32","10","0","5","215","/35/25/40/45/0/25/0/0/25/20","10","8","53","/7/5/8/9/9/5/1/0/5/4","43","2","/0/0/0/0/1/0/1/0/0/0","5.2999999999999998224","5.375","3436.75"
"6.6.1","win","2023-09-07","14:17:08","R_3MsQMZ7WYBAB1Mn","979721997","1","300715","1","2","1","2","32","10","0","5","365","/50/110/0/0/0/65/0/0/140/0","10","4","145","/10/22/1/24/14/13/1/11/28/21","73","6","/0/0/1/1/1/0/1/1/0/1","14.5","18.25","5179.4761904761908226646"
"6.6.1","win","2023-09-07","14:18:52","R_3dMnD0BreNvo7Vo","979722008","1","270485","1","2","1","2","32","10","0","5","610","/85/0/85/0/70/0/55/65/115/135","10","7","166","/17/9/17/24/14/11/11/13/23/27","122","3","/0/1/0/1/0/1/0/0/0/0","16.6000000000000014211","17.4285714285714270488","3442.5555555555556566105"
"6.6.1","win","2023-09-07","14:22:45","R_1kNO7hxJZFoEBJr","979722013","1","84169","1","2","1","2","32","10","0","5","480","/100/50/50/70/0/35/40/50/45/40","10","9","107","/20/10/10/14/11/7/8/10/9/8","96","1","/0/0/0/0/1/0/0/0/0/0","10.6999999999999992895","10.6666666666666660745","4593.875"
"6.6.1","win","2023-09-07","14:19:07","R_1hQeoSHqfc2znC9","979722004","1","276983","1","2","1","2","32","10","0","5","230","/0/15/25/30/35/50/0/0/25/50","10","7","57","/2/3/5/6/7/10/4/5/5/10","46","3","/1/0/0/0/0/0/1/1/0/0","5.7000000000000001776","6.5714285714285711748","8993.5"
"6.6.1","win","2023-09-07","14:26:02","R_08ptw0GjJpkCu5z","979722014","1","177835","1","2","1","2","32","10","0","5","420","/25/35/45/70/0/55/55/15/75/45","10","9","100","/5/7/9/14/16/11/11/3/15/9","84","1","/0/0/0/0/1/0/0/0/0/0","10","9.3333333333333339255","12188.7777777777773735579"
"6.6.1","win","2023-09-07","14:31:12","R_1l3l97lGlEX6mZQ","979722018","1","53128","1","2","1","2","32","10","0","5","200","/30/35/40/0/0/40/20/35/0/0","10","6","62","/6/7/8/4/8/8/4/7/8/2","40","4","/0/0/0/1/1/0/0/0/1/1","6.2000000000000001776","6.6666666666666669627","13962.5"
"6.6.1","win","2023-09-07","13:25:09","R_2fwj2M72MCGsi8c","979722009","1","473298","1","2","1","2","32","10","0","5","235","/15/25/35/40/0/20/25/25/25/25","10","9","56","/3/5/7/8/9/4/5/5/5/5","47","1","/0/0/0/0/1/0/0/0/0/0","5.5999999999999996447","5.2222222222222223209","29674.5999999999985448085"
"6.6.1","mac","2023-09-07","11:34:42","R_1EYfntf3XUqfPEK","979722019","1","82747","1","2","1","2","32","10","0","5","150","/0/0/30/0/0/20/25/25/25/25","10","6","53","/7/5/6/7/4/4/5/5/5/5","30","4","/1/1/0/1/1/0/0/0/0/0","5.2999999999999998224","5","8015.3999999999996362021"
"6.6.1","win","2023-09-07","13:37:30","R_2U4TndgEJJshamh","979722021","1","93601","1","2","1","2","32","10","0","5","190","/0/30/30/0/50/0/0/30/25/25","10","6","60","/7/6/6/1/10/6/8/6/5/5","38","4","/1/0/0/1/0/1/1/0/0/0","6","6.3333333333333330373","3506.8000000000001818989"
"6.6.1","win","2023-09-07","14:37:38","R_2zSxCSbcNCwjMvq","979722022","1","117113","1","2","1","2","32","10","0","5","375","/15/65/0/60/40/65/60/0/0/70","10","7","108","/3/13/13/12/8/13/12/2/18/14","75","3","/0/0/1/0/0/0/0/1/1/0","10.8000000000000007105","10.7142857142857135244","1865.2142857142857792496"
"6.6.3","and","2023-09-07","13:38:43","R_2qavfrSbz8M5TVD","979722020","1","172711","1","2","1","2","32","10","0","5","455","/30/60/120/140/0/60/0/45/0/0","10","6","128","/6/12/24/28/18/12/13/9/1/5","91","4","/0/0/0/0/1/0/1/0/1/1","12.8000000000000007105","15.1666666666666660745","16146.2000000000007275958"
"6.6.1","win","2023-09-07","14:40:21","R_1o7vIMuFXUSAeeU","979722024","1","133838","1","2","1","2","32","10","0","5","300","/55/0/70/100/75/0/0/0/0/0","10","4","116","/11/6/14/20/15/19/7/11/4/9","60","6","/0/1/0/0/0/1/1/1/1/1","11.5999999999999996447","15","5613"
"6.6.1","win","2023-09-07","11:37:59","R_3p0bTRoV0tQEoT4","979722016","1","278332","1","2","1","2","32","10","0","5","270","/40/20/0/0/35/35/35/35/30/40","10","9","55","/8/4/0/1/7/7/7/7/6/8","54","1","/0/0/0/1/0/0/0/0/0/0","5.5","6","5929.875"
"6.6.0","win","2023-09-07","13:49:11","R_1eRD9PFRuwsbfyG","979722025","1","109481","1","2","1","2","32","10","0","5","190","/0/25/25/25/25/25/0/0/35/30","10","7","54","/6/5/5/5/5/5/2/8/7/6","38","3","/1/0/0/0/0/0/1/1/0/0","5.4000000000000003553","5.4285714285714288252","4451.3333333333330301684"
"6.6.1","win","2023-09-07","14:50:48","R_2cuMDfEZczbKBro","979722027","1","57641","1","2","1","2","32","10","0","5","270","/0/40/40/0/40/50/0/40/35/25","10","7","70","/8/8/8/4/8/10/4/8/7/5","54","3","/1/0/0/1/0/0/1/0/0/0","7","7.7142857142857144126","5684.1999999999998181011"
"6.6.1","win","2023-09-07","13:52:46","R_Uo2Ln8K9pJIhRuh","979722028","1","145255","1","2","1","2","32","10","0","5","205","/0/60/0/35/0/0/20/50/0/40","10","5","65","/7/12/8/7/3/3/4/10/3/8","41","5","/1/0/1/0/1/1/0/0/1/0","6.5","8.1999999999999992895","4326.25"
"6.6.1","mac","2023-09-07","14:03:58","R_31iIQVBh4SNZfme","979722030","1","149885","1","2","1","2","32","10","0","5","170","/15/20/10/25/25/15/15/10/20/15","10","10","34","/3/4/2/5/5/3/3/2/4/3","34","0","/0/0/0/0/0/0/0/0/0/0","3.3999999999999999112","3.3999999999999999112","16521"
"6.6.1","win","2023-09-07","16:03:40","R_2TKUfC3oXK0gYkJ","979722031","1","187071","1","2","1","2","32","10","0","5","150","/0/0/0/75/0/0/0/45/30/0","10","3","129","/9/16/16/15/20/15/7/9/6/16","30","7","/1/1/1/0/1/1/1/0/0/1","12.9000000000000003553","10","7405.875"
"6.6.1","mac","2023-09-07","15:10:02","R_1ouU7q2kZltyrWG","979722032","1","147953","1","2","1","2","32","10","0","5","480","/40/60/0/60/0/80/0/80/80/80","10","7","130","/8/12/8/12/10/16/16/16/16/16","96","3","/0/0/1/0/1/0/1/0/0/0","13","13.7142857142857135244","2457.3125"
"6.6.1","win","2023-09-07","15:10:49","R_3eq8A9hVrNNuDHv","979722033","1","175183","1","2","1","2","32","10","0","5","180","/5/30/25/15/25/20/25/20/0/15","10","9","37","/1/6/5/3/5/4/5/4/1/3","36","1","/0/0/0/0/0/0/0/0/1/0","3.7000000000000001776","4","17315.6666666666678793263"
"6.6.1","mac","2023-09-07","12:27:27","R_3fMIDg97Cvwq0dw","979722036","1","384834","1","2","1","2","32","10","0","5","310","/25/35/20/35/35/40/40/80/0/0","10","8","75","/5/7/4/7/7/8/8/16/8/5","62","2","/0/0/0/0/0/0/0/0/1/1","7.5","7.75","17122.5999999999985448085"
"6.6.1","mac","2023-09-07","12:43:32","R_2R4SFS8Yd2Vyymp","979722035","1","9730","1","2","1","2","32","10","0","5","0","/0/0/0/0/0/0/0/0/0/0","10","10","0","/0/0/0/0/0/0/0/0/0/0","0","0","/0/0/0/0/0/0/0/0/0/0","0","0",""
"6.6.1","win","2023-09-07","15:55:57","R_ZxbCPwg3jYbTb6F","979722015","1","29784","1","2","1","2","32","10","0","5","115","/0/0/10/20/30/0/0/20/35/0","10","7","38","/1/0/2/4/6/0/3/4/7/11","23","3","/1/0/0/0/0/0/1/0/0/1","3.7999999999999998224","3.2857142857142855874","1006.9090909090908780854"
"6.6.1","win","2023-09-07","15:57:08","R_293MgDbUk2oeOhi","979722041","1","150505","1","2","1","2","32","10","0","5","320","/20/25/0/0/55/60/0/55/55/50","10","7","92","/4/5/2/15/11/12/11/11/11/10","64","3","/0/0/1/1/0/0/1/0/0/0","9,1999999999999992895","9,1428571428571423496","2284,3000000000001818989"
